Ownership Name,DBA Name,Street Address,City,State,Business Start Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code Description,Parking Tax,Transient Occupancy Tax,Supervisor District,Neighborhoods - Analysis Boundaries,Business Location,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
Fraige Richard,Hayes Valley Properties,536 Linden St,San Francisco,CA,11/16/73,11/16/73,3/1/21,Po Box 475730,San Francisco,94147,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.42681 37.775944),22,4,11,9,22
Fraige Richard,Hayes Valley Properties,469 Ivy St,San Francisco,CA,11/16/73,2/10/78,,Po Box 475730,San Francisco,94147,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Hayes Valley,POINT (-122.425804 37.776974),22,4,11,9,22
Jue Melvin & Nancy,311-315 Diamond St Apartments,311 Diamond St,San Francisco,CA,1/1/89,1/1/89,,112 Madrona Ave,Belvedere,94920,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.43683 37.757324),115,3,5,5,115
Pellissier Timothy E,301 Precita,301 Precita Ave,San Francisco,CA,6/7/89,3/1/07,,60 29th St #115,San Francisco,94110,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,9,Bernal Heights,POINT (-122.41346 37.747204),83,9,2,2,83
Pellissier Timothy E,Pellissier Craftsmanship,301 Precita Ave,San Francisco,CA,6/7/89,1/1/96,,60 29th St #115,San Francisco,94110,CA,Real Estate and Rental and Leasing Services,TRUE,FALSE,9,Bernal Heights,POINT (-122.41346 37.747204),83,9,2,2,83
Lichty J Stoner Jr/raszl Darry,1028-32 Cole St Apartments,1028 Cole St,San Francisco,CA,11/10/78,11/10/78,1/1/14,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,5,Haight Ashbury,POINT (-122.44968 37.76459),114,7,11,3,114
Cheng Shu Wai & Chi Mei,1270 21st Av Apartments,1270 21st Ave,San Francisco,CA,1/1/89,1/1/89,,479 Niantic Ave,Daly City,94014,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.47927 37.764046),39,10,7,35,39
Hausfeld Llp,Hausfeld Llp,1700 K St Ste 650,Washington,DC,1/1/10,1/1/10,,888 16th St Nw 300 Ste,Washington,20006,DC,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-77.03983 38.902184),,,,,
Lichty J Stoner Jr/raszl Darry,9-11 Oakwood St Apartments,9 Oakwood St,San Francisco,CA,11/10/78,11/10/78,12/31/14,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,8,Mission,POINT (-122.42497 37.761288),37,3,5,20,37
Lichty J Stoner Jr/raszl Darry,Foxfire Property Management,14 Santa Clara Ave,San Francisco,CA,11/10/78,8/11/97,12/31/20,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.46607 37.738953),116,10,8,41,116
Lichty J Stoner Jr/raszl Darry,3649 18th St Apartments,3649 18th St,San Francisco,CA,11/10/78,11/10/78,12/31/14,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,8,Mission,POINT (-122.4248 37.76148),37,3,5,20,37
Tang Vy Cuong,Cuong Tang Co,1847 48th Ave,San Francisco,CA,1/1/87,1/1/87,,490 Post St 711 Ste,San Francisco,94102,CA,Construction,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.507515 37.751987),39,10,7,35,39
871 Fine Arts Inc,871 Fine Arts,49 Geary St 513,San Francisco,CA,1/1/87,7/1/96,11/30/17,2735 Clay St Apt 3,San Francisco,94115,CA,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40419 37.787846),19,6,3,8,19
871 Fine Arts Inc,871 Fine Arts Inc,20 Hawthorne St,San Francisco,CA,1/1/87,1/3/12,,2735 Clay St Apt 3,San Francisco,94115,CA,Retail Trade,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.39905 37.78561),32,1,10,8,32
Gary Grande,Vanguard Motors,350 10th St,San Francisco,CA,12/6/86,12/6/86,,350 10th St,San Francisco,94103,CA,,FALSE,FALSE,6,South of Market,POINT (-122.41184 37.771988),32,1,10,34,32
Weeks Linda C,224 Precita Av Apartments,226 Precita Ave #2,San Francisco,CA,11/19/87,1/21/03,,226 Precita Ave 2 #,San Francisco,94110,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,9,Bernal Heights,POINT (-122.415436 37.747395),83,9,2,2,83
Propark America West Llc,Pro Park America West Llc,121 Spear St,San+francisco,CA,8/1/01,11/9/16,,Po Box 204,San Francisco,94104,CA,,TRUE,FALSE,6,Financial District/South Beach,POINT (-122.39287 37.79227),108,1,10,8,108
Baynode Llc,Baynode Llc,4 Embarcadero Ctr 3500,San+francisco,CA,1/15/08,10/1/13,,4 Embarcadero Ctr Ste 3350,San Francisco,94111,CA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39623 37.795532),108,6,3,8,108
Strand John Paul,John Paul Strand,812 Sutter St,San Francisco,CA,9/19/16,9/19/16,6/23/21,521 Green St Apt 15,San Francisco,94133,CA,Utilities,FALSE,FALSE,3,Nob Hill,POINT (-122.41383 37.78859),50,6,3,21,50
Hiper Solutions Llc,David Morris Enterprises,440 Davis Ctr Ste 1106,San Francisco,CA,6/30/11,4/1/20,6/26/21,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39821 37.796646),77,6,3,8,77
Symphonic Strategies Inc.,Symphonic Strategies Inc.,1455 Pennsylvania Ave Ste 400,Washington,DC,1/30/21,1/30/21,,1455 Pennsylvania Ave Nw 400 Ste,Washington,20004,DC,Multiple,FALSE,FALSE,,,POINT (-77.03254 38.896538),,,,,
Sonia Villalta,Villalta Interiors,633 Gough Street,San Francisco,CA,1/1/21,1/1/21,,633 Gough Street 633 Gough Street,San Francisco,94102,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,5,Western Addition,POINT (-122.42345 37.779026),97,4,11,39,97
Nosal Daniel S,Daniel S Nosal,422 Oak St,San Francisco,CA,8/9/01,8/9/01,,422 Oak St,San Francisco,94102,CA,Multiple,FALSE,FALSE,5,Hayes Valley,POINT (-122.42633 37.77457),22,4,11,9,22
Scoja Inc,Scoja Inc,369 3rd St Ste B,San+rafael,CA,6/1/13,6/1/13,,206 El Prado Ave,San Rafael,94903,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-122.51635 37.969547),,,,,
Kimberly Low,Kimberly Low,1487 15th Ave,San Francisco,CA,1/22/21,1/22/21,,1487 15th Ave,San Francisco,94122,CA,Retail Trade,FALSE,FALSE,7,Inner Sunset,POINT (-122.47258 37.760303),109,10,8,14,109
"Workbase, Inc.","Workbase, Inc.",2601 19th St,San Francisco,CA,7/15/20,7/15/20,,2601 19th St,San Francisco,94110,CA,Information,FALSE,FALSE,10,Mission,POINT (-122.40817 37.760567),53,3,9,20,53
Cal West Service Inc,Cal West Service Inc,6405 Golden Gate Dr,Dublin,CA,2/1/09,2/1/09,,6401 Golden Gate Dr,Dublin,94568,CA,,FALSE,FALSE,,,POINT (-121.92727 37.70157),,,,,
Robert Yick Trust,Robert Yick Trust,1225 Washington St,San Francisco,CA,1/1/21,1/1/21,,1225 Washington Washington St,San Francisco,94108,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Nob Hill,POINT (-122.41347 37.794235),16,6,3,21,16
Mohammad Karimzada,Eido Medtech,1065 South Van Ness Ave Apt 210,San Francisco,CA,1/30/21,1/30/21,,1065 South Van Ness Ave 210 Apt,San Francisco,94110,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41659 37.756153),53,3,2,20,53
Directional Logic Llc,Directional Logic,100 Park Ave Fl 16,New+york,NY,11/1/13,11/16/20,,1160 Battery St E 100 Ste,San Francisco,94111,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-73.97893 40.751358),,,,,
Oana Nela Alexandra Rasca,Goose's Farmhouse,2133 Stockton St Apt C205,San Francisco,CA,1/29/21,1/29/21,,2133 Stockton St Apt C205,San Francisco,94133,CA,,FALSE,FALSE,3,North Beach,POINT (-122.410225 37.805428),106,6,3,23,106
Apollonia Jordan,"Apollonia Jordan, Limited Liability Co.",222 Beale St Apt 404b,San Francisco,CA,10/8/20,1/15/21,,222 Beale St 404b Apt,San Francisco,94105,CA,Retail Trade,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393906 37.789593),32,1,10,8,32
Maged Humran,Maged Humran,6438 Geary Blvd Apt 103,San Francisco,CA,1/1/19,1/1/19,,6438 Geary Blvd 103 Apt,San Francisco,94121,CA,Transportation and Warehousing,FALSE,FALSE,1,Outer Richmond,POINT (-122.48839 37.78002),8,8,4,29,8
Carlos Martinez & Cecilia Avalos,Martinez Avalos Cleaning Services,361 Pepper Dr,Vallejo,CA,2/4/20,2/4/20,,361 Pepper Dr,Vallejo,94589,CA,,FALSE,FALSE,,,POINT (-122.24596 38.140766),,,,,
Dale Scott & Co Inc,Ds&c,650 California St Fl 8,San Francisco,CA,3/6/88,1/9/13,3/1/21,548 Market St 44410 #,San Francisco,94104,CA,Financial Services,FALSE,FALSE,3,Chinatown,POINT (-122.40538 37.79255),104,6,3,6,104
Dale Scott & Co Inc,Dale Scott & Co Inc,650 California St Fl 8,San Francisco,CA,3/6/88,7/11/13,3/1/21,548 Market St 44410 #,San Francisco,94104,CA,Financial Services,FALSE,FALSE,3,Chinatown,POINT (-122.40538 37.79255),104,6,3,6,104
Hiper Solutions Llc,Hsg,75 Broadway St Ste 202,San Francisco,CA,6/30/11,6/30/11,6/26/21,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39928 37.79878),77,6,3,8,77
Manuel Palos Sculpture,Manuel Palos Sculpture Svc Inc,1330 Donner Ave,San Francisco,CA,1/1/89,1/1/89,,1330 Donner Ave,San Francisco,94124,CA,Multiple,FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.388916 37.72154),88,2,9,1,88
Artists' Services Llc,Artists' Services Llc,323 Geary St 302,San Francisco,CA,6/14/08,1/1/16,12/31/18,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,3,Tenderloin,POINT (-122.40865 37.787277),19,6,3,36,19
Whitco Development Corp,Whitco Development Corp,1 Embarcadero Ctr Ste 500,San+francisco,CA,1/1/89,1/1/10,,0000 Undeliverable Mail,San Francisco,99999,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.39966 37.794666),108,6,3,8,108
Keilani Tom Design Associates,Keilani Tom Design Associates,235 Montgomery St Ste 350,San Francisco,CA,4/1/96,1/1/21,,210 San Rafael Ave,San Rafael,94901,CA,Administrative and Support Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40249 37.791313),108,6,3,8,108
Batter Bakery Llc,Batter Bakery,1 Ferry Building,San+francisco,CA,8/1/09,1/2/15,,1340 Elm St,El Cerrito,94530,CA,Food Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.3938 37.79526),108,6,3,8,108
Arcega Michael,Michael Arcega,1769 Oakdale Ave,San Francisco,CA,8/1/09,5/15/21,,506 Grove St Apt 201,San Francisco,94102,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,10,Bayview Hunters Point,POINT (-122.3935 37.73636),87,2,9,1,87
Eze Castle Integration,Eze Castle Integration,425 Market St Ste 950,San Francisco,CA,1/14/99,1/14/99,,100 High St 1650ste #,Boston,2110,MA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.398445 37.791466),108,6,10,8,108
Delta Dental Of California,Delta Dental Of California,100 1st St #43174,San+francisco,CA,5/31/55,5/31/55,,560 Mission St 1300 Ste,San Francisco,94105,CA,,FALSE,FALSE,6,Financial District/South Beach,POINT (-122.3976 37.78948),32,1,10,8,32
Smith-Gonzalez Maya & Matthew,School Of The Free Mind,3452 16th St Apt 102,San Francisco,CA,11/17/09,6/30/21,,3452 16th St Apt 102,San Francisco,94114,CA,,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.4299 37.76446),37,3,5,5,37
Airteks.com Inc,Airtek.com Inc,2667 Kelly St,Livermore,CA,2/3/11,2/3/11,,2667 Kelly St,Livermore,94551,CA,Construction,FALSE,FALSE,,,POINT (-121.76678 37.689583),,,,,
Fox Rebecca,Rebecca Fox Jewelry,1 Rankin St,San Francisco,CA,1/15/02,1/1/21,1/1/21,1557 Hudson Ave,San Francisco,94124,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,10,,POINT (-122.39067 37.746746),56,2,9,,56
Tef Arch & Interior Design Inc,Tef Design,1420 Sutter  2nd,San Francisco,CA,11/20/97,11/20/97,,1420 Sutter St 2 Fl,San Francisco,94109,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Western Addition,POINT (-122.42381 37.787315),100,4,6,39,100
Tef Arch & Interior Design Inc,Tom Eliot Fisch,1420 Sutter St 2nd,San Francisco,CA,11/20/97,4/9/14,,1420 Sutter St 2 Fl,San Francisco,94109,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Western Addition,POINT (-122.42381 37.787315),100,4,6,39,100
Tef Arch & Interior Design Inc,Tef Arch & Interior Design Inc,1420 Sutter St 2nd Flr,San Francisco,CA,11/20/97,11/20/97,,1420 Sutter St 2 Fl,San Francisco,94109,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,2,Western Addition,POINT (-122.42381 37.787315),100,4,6,39,100
Scott Beverly Ann,Beverly Scott,870 Market St 648,San Francisco,CA,3/16/98,7/1/14,12/31/20,,,,,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40703 37.7849),19,5,3,8,19
Scott Beverly Ann,Beverly Scott,166 Castro St,San Francisco,CA,3/16/98,9/1/13,1/1/17,,,,,,FALSE,FALSE,8,Castro/Upper Market,POINT (-122.435555 37.766228),113,7,5,5,113
Jamar Boyd,Data Recovery Time,3150 18th St 405,San Francisco,CA,4/4/19,4/4/19,3/13/21,,,,,"Professional, Scientific, and Technical Services",FALSE,FALSE,9,Mission,POINT (-122.41415 37.762177),53,3,2,20,53
Bon Appetit Management Co,Tanduay Bar North East 600,1 Warriors Way Lvl 600 North East,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Liebert Global Services Inc,Liebert Global Services Inc,1050 Dearborn Dr,Columbus,OH,1/1/00,1/1/00,10/16/18,1050 Dearborn Dr,Columbus,43085,OH,,FALSE,FALSE,,,POINT (-82.98852 40.11433),,,,,
Camper Atlantic Corporation,Camper,39 Grant Ave,San Francisco,CA,12/10/01,12/10/01,10/14/20,,,,,Retail Trade,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40494 37.787083),19,6,3,8,19
Wong Herbert W,Parkside Optometry,1816 Taraval St,San Francisco,CA,11/28/01,3/9/11,,1816 Taraval St,San Francisco,94116,CA,Private Education and Health Services,FALSE,FALSE,4,Sunset/Parkside,POINT (-122.48559 37.74264),40,10,7,35,40
Galarza Arnold & Bertha,Roto Rooter,3840 Bayshore Blvd,Brisbane,CA,1/1/02,1/1/02,,3840 Bayshore Blvd,Brisbane,94005,CA,,FALSE,FALSE,,,POINT (-122.394196 37.67871),,,,,
Schreder Lighting Llc,Schreder Lighting Llc,1415 22nd St Tower,Oak+brook,IL,7/1/12,7/1/12,,1415 W 22nd St T Ste,Oak Brook,60523,IL,Manufacturing,FALSE,FALSE,,,POINT (-87.95535 41.845707),,,,,
Wow We Box Inc,Wow We Box Inc,1200 Francisco St #6,San Francisco,CA,6/6/01,6/6/01,,1200 Francisco St Apt 6,San Francisco,94123,CA,,FALSE,FALSE,2,Marina,POINT (-122.42503 37.80322),17,4,6,13,17
Philip Johnson Associates Inc,Philip Johnson Associates Inc,214 Grant Ave Ste 450,San Francisco,CA,4/20/99,1/1/09,,12 Arrow St,Cambridge,2138,MA,,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40522 37.788895),19,6,3,8,19
Kelly Kelly J,Jet Girl Worldwide Gallery,747 Eddy St 15,San Francisco,CA,8/9/99,2/14/11,8/31/16,,,,,Retail Trade,FALSE,FALSE,6,Tenderloin,POINT (-122.41995 37.782978),20,4,10,36,20
Kelly Kelly J,Jet Girl Media,747 Eddy St #15,San Francisco,CA,8/9/99,9/1/16,5/11/20,,,,,Retail Trade,FALSE,FALSE,6,Tenderloin,POINT (-122.41995 37.782978),20,4,10,36,20
Kelly Kelly J,Jet Girl Gallery,747 Eddy St Apt 15,San Francisco,CA,8/9/99,2/14/11,5/11/20,,,,,Retail Trade,FALSE,FALSE,6,Tenderloin,POINT (-122.41995 37.782978),20,4,10,36,20
Langbein K & Vizzard M,101 Cervantes Bl Apts,101 Cervantes Blvd,San Francisco,CA,10/1/68,1/1/72,,200 Alhambra St Apt 6,San Francisco,94123,CA,Real Estate and Rental and Leasing Services,TRUE,FALSE,2,Marina,POINT (-122.43937 37.804108),17,4,6,13,17
Patel Naranjibhai R,Surf Motel,2265 Lombard St,San Francisco,CA,6/2/73,10/31/01,,2265 Lombard St Ofc,San Francisco,94123,CA,Accommodations,FALSE,TRUE,2,Marina,POINT (-122.43872 37.79941),14,4,6,13,14
Patel Naranjibhai R,Henry Hotel,106 6th St,San+francisco,CA,6/2/73,6/2/73,,2265 Lombard St Ofc,San Francisco,94123,CA,Accommodations,FALSE,TRUE,6,South of Market,POINT (-122.40866 37.78063),32,1,10,34,32
Choy Henry S T,Henrys Acupuncture Equipmnt Co,241 Leland Ave,San Francisco,CA,1/1/80,1/1/80,,241 Leland Ave,San Francisco,94134,CA,Wholesale Trade,FALSE,FALSE,10,Visitacion Valley,POINT (-122.40798 37.71269),75,9,9,40,75
Raymond Wong,Rw Harbor Automotive Service,175 Bay St,San Francisco,CA,10/25/19,10/25/19,,111 Beverly St,San Francisco,94132,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,North Beach,POINT (-122.41 37.806038),99,6,3,23,99
Thompson Jacqueline L,Thompson Jacqueline Ceramics,83 Manchester St,San Francisco,CA,1/1/90,1/1/90,,83 Manchester St,San Francisco,94110,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,9,Bernal Heights,POINT (-122.41417 37.74543),83,9,2,2,83
Zavala Daisy,A & Z Drapery,703 Silliman St,San Francisco,CA,1/20/90,1/20/90,,703 Silliman St,San Francisco,94134,CA,,FALSE,FALSE,9,Portola,POINT (-122.41211 37.729374),91,2,2,25,91
Pomi Mechanical Inc.,"Pomi Mechanical, Inc",834 Bransten Rd,San+carlos,CA,9/18/08,7/1/18,,834 Bransten Rd,San Carlos,94070,CA,Construction,FALSE,FALSE,,,POINT (-122.25095 37.508156),,,,,
Morrison Adam C,Bodytonic Therapeutic Massage,1739 Washington St 5,San Francisco,CA,6/3/09,3/31/21,,1739 Washington St Apt 5,San Francisco,94109,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Russian Hill,POINT (-122.42188 37.793148),105,4,3,32,105
"Renostate, Inc.",Renostate,583 Cordova St,San Francisco,CA,2/28/19,2/28/19,6/7/19,,,,,Real Estate and Rental and Leasing Services,FALSE,FALSE,11,Excelsior,POINT (-122.43417 37.70844),58,9,1,7,58
Dai Shujuan/altamirano Carlos,Sanguchon,1182 Valencia St #109,San Francisco,CA,8/1/05,7/15/19,,1355 Holloway Ave,San Francisco,94132,CA,Food Services,FALSE,FALSE,8,Mission,POINT (-122.420876 37.75402),53,3,5,20,53
Sp Plus Corporation,600 California,600 California St,San Francisco,CA,6/1/99,6/16/20,,100 Pine St 1250 Ste,San Francisco,94111,CA,,TRUE,FALSE,3,Chinatown,POINT (-122.40453 37.792652),104,6,3,6,104
Omi Cultural Particpatn Projec,Omi Cultural Participation Project,209 Ocean Ave,San Francisco,CA,1/1/05,5/1/21,,209 Ocean Ave,San Francisco,94112,CA,,FALSE,FALSE,11,Outer Mission,POINT (-122.4413 37.723255),80,9,1,28,80
Hafco Elder Care Inc,Merced Elder Care Facility,1420 Hampshire St,San Francisco,CA,7/16/05,6/22/21,,1420 Hampshire St,San Francisco,94110,CA,Private Education and Health Services,FALSE,FALSE,9,Mission,POINT (-122.406815 37.7495),53,3,2,20,53
Kline Adam C,Clearwater Coffee Roastery,3142 Geary Blvd,San Francisco,CA,12/16/05,12/16/05,12/31/19,1923 43rd Ave,San Francisco,94116,CA,Accommodations,FALSE,FALSE,2,Presidio Heights,POINT (-122.452614 37.781895),11,8,6,31,11
Green Roger Green Jenny,Green & Tsai Attorneys At Law,870 Market St Ste 838,San Francisco,CA,5/8/06,1/1/07,,870 Market St Ste 838,San Francisco,94102,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40703 37.7849),19,5,3,8,19
Ortiz Juan M,J O Roofing Co,29865 Baltic Ct,Hayward,CA,11/2/08,11/2/08,,29865 Baltic Ct,Hayward,94544,CA,,FALSE,FALSE,,,POINT (-122.05455 37.62438),,,,,
David Martel Trust,123 Liberty St Apts,123 Liberty St,San Francisco,CA,3/1/07,3/1/07,,385 Devonshire Blvd,San Carlos,94070,CA,Accommodations,FALSE,FALSE,8,Mission,POINT (-122.42401 37.757504),52,3,5,20,52
Shears & Window Inc,The Fenestra Collection,101 Henry Adams St Ste 256,San Francisco,CA,1/1/02,1/1/02,,101 Henry Adams St 452 Ste #,San Francisco,94103,CA,Wholesale Trade,FALSE,FALSE,10,Mission Bay,POINT (-122.40383 37.7685),33,1,9,4,33
Shears & Window Inc,Shears & Window,101 Henry Adams St Ste 256,San Francisco,CA,1/1/02,1/1/02,,101 Henry Adams St 452 Ste #,San Francisco,94103,CA,Wholesale Trade,FALSE,FALSE,10,Mission Bay,POINT (-122.40383 37.7685),33,1,9,4,33
Tom Koon Muey,1180 Vallejo St Apts,1180 Vallejo St,San Francisco,CA,3/1/07,3/1/07,,1180 Vallejo St,San Francisco,94109,CA,Accommodations,FALSE,FALSE,3,Nob Hill,POINT (-122.416664 37.797615),107,6,3,21,107
The Nwblk Llc,The New Black,1999 Bryant St,San Francisco,CA,3/1/12,3/1/12,2/28/18,,,,,"Arts, Entertainment, and Recreation",FALSE,FALSE,10,Mission,POINT (-122.410095 37.761852),53,3,9,20,53
The Nwblk Llc,Steven@thenwblk.com,2514 Washington Street  3595,Yountville,CA,3/1/12,3/1/18,12/31/19,,,,,Multiple,FALSE,FALSE,,,POINT (-122.36566 38.404778),,,,,
Butler Cindy K,Cindy K Butler Trust,3475 25th St,San Francisco,CA,3/1/07,3/1/07,,820 Pinon Ave,Millbrae,94030,CA,,FALSE,FALSE,9,Mission,POINT (-122.41973 37.750526),53,3,2,20,53
Bon Appetit Management Co,Moet Hennessy Bar West 600,1 Warriors Way Lvl 600 West,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Bon Appetit Management Co,Budweiser West Club Bar 300,1 Warriors Way Lvl 300 West,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Bon Appetit Management Co,Hot Dog Bills South 300,1 Warriors Way Lvl 300 South,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Consultant Specialists Inc,Consultant Specialists Inc,665 3rd St Ste 514,San+francisco,CA,10/9/13,10/9/13,7/19/19,500 Beale St Apt 325,San Francisco,94105,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Financial District/South Beach,POINT (-122.393036 37.77955),31,1,10,8,31
Barry Joseph G,Barry Bird Control,1037 Judah St,San Francisco,CA,1/28/02,1/28/02,,1037 Judah St 0,San Francisco,94122,CA,Certain Services,FALSE,FALSE,7,Inner Sunset,POINT (-122.4731 37.761803),109,10,8,14,109
Reverse Exchange Services Inc,Reverse Exchange Services Inc,275 Battery St,San Francisco,CA,2/20/02,11/1/07,,275 Battery St Ste 200,San Francisco,94111,CA,Real Estate and Rental and Leasing Services,FALSE,FALSE,3,Financial District/South Beach,POINT (-122.40015 37.79395),108,6,3,8,108
Ezells Telephone Co E-Ztel Inc,Ezells Telephone Co E-Ztel Inc,510 L St,Livermore,CA,8/6/08,8/6/08,,510 N L St,Livermore,94551,CA,,FALSE,FALSE,,,POINT (-121.7737 37.686867),,,,,
Mclarand Vasquez Emsiek Inc,Mclarand Vasquez Emsiek Inc,1900 Main St Ste 800,Irvine,CA,10/1/02,10/1/02,,1900 Main St 800 Ste,Irvine,92614,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,POINT (-117.85506 33.68448),,,,,
Lho Inc,Blue Iguana,62 Staples Ave,Ave San Francisco,CA,10/1/13,3/31/21,,16837 President Dr,San Leandro,94578,CA,Food Services,FALSE,FALSE,7,West of Twin Peaks,POINT (-122.44363 37.729122),95,9,8,41,95
Bon Appetit Management Co,City Bistro West Club 300,1 Warriors Way Lvl 300 West,San Francisco,CA,7/1/87,5/28/19,,201 Redwood Shores Parkway 100 Ste,Redwood City,94065,CA,Food Services,FALSE,FALSE,6,Mission Bay,POINT (-122.386406 37.768967),34,1,10,4,34
Fregosi & Company Inc.,Fregosi & Company Inc,273 7th St,San+francisco,CA,1/1/88,9/1/09,4/1/20,,,,,Retail Trade,FALSE,FALSE,6,South of Market,POINT (-122.40836 37.777634),32,1,10,34,32
Pan Xun,Xpanalytics,644 Prentiss St,San Francisco,CA,2/20/15,2/20/15,3/20/21,,,,,,FALSE,FALSE,9,Bernal Heights,POINT (-122.41242 37.7353),83,9,2,2,83
Maximum Productions Inc,Bamboo Hut,479 Broadway,San Francisco,CA,12/15/90,6/24/00,7/1/20,,,,,,FALSE,FALSE,3,North Beach,POINT (-122.405136 37.79803),106,6,3,23,106
Ayer Media Inc,Webb Design,401 Terry Francois St #212,San+francisco,CA,1/1/01,4/2/05,12/1/16,401 Terry A Francois Blvd 210 Ste,San Francisco,94158,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Mission Bay,POINT (-122.38727 37.773052),34,1,10,4,34
Aci Event Group,Aci Event Group,652 Hayes St,San Francisco,CA,1/1/99,5/3/21,,77 Van Ness Ave 101-1701 Ste,San Francisco,94102,CA,"Arts, Entertainment, and Recreation",FALSE,FALSE,5,Hayes Valley,POINT (-122.42714 37.77638),22,4,11,9,22
Young Thomas F,"Thomas F Young, Cpa",1390 Market St #304,San Francisco,CA,1/1/06,11/1/13,6/30/19,220 Montgomery St Ste 990,San Francisco,94104,CA,"Professional, Scientific, and Technical Services",FALSE,FALSE,6,Tenderloin,POINT (-122.4174 37.77671),21,5,10,36,21
Notre Dame Housing Partners Lp,Notre Dame Apartments,1590 Broadway,San Francisco,CA,8/18/00,8/18/00,,1525 Grant Ave,San Francisco,94133,CA,,FALSE,FALSE,3,Russian Hill,POINT (-122.42319 37.79579),105,4,3,32,105
Sabre Inc,Sabre Inc,3150 Sabre Dr,Southlake,TX,4/1/02,4/1/02,,3150 Sabre Dr,Southlake,76092,TX,,FALSE,FALSE,,,POINT (-97.160934 32.982613),,,,,
